2020/04/03 21:35:16;-0.59;1.22;0;96;7;0;0.0;1009;10000;2.0
2020/04/03 21:38:32;-0.59;1.23;0;96;7;0;0.0;1009;10000;2.0
2020/04/03 21:42:06;-0.58;1.23;0;96;7;0;0.0;1009;10000;2.0
2020/04/03 21:45:18;-0.59;1.23;0;96;7;0;0.0;1009;10000;2.0
2020/04/03 21:48:37;-0.59;1.23;0;96;7;0;0.0;1009;10000;2.0
2020/04/03 21:53:39;-0.57;1.23;0;96;7;0;0.0;1009;10000;2.0
2020/04/03 21:56:31;-0.57;1.24;0;96;7;0;0.0;1009;10000;2.0
2020/04/03 22:00:11;-0.57;1.23;0;96;7;0;0.0;1009;10000;2.0
2020/04/03 22:04:31;-0.58;1.23;0;96;7;0;0.0;1009;10000;2.0
2020/04/03 22:05:31;-0.57;1.24;0;96;7;0;0.0;1009;10000;2.0
2020/04/03 22:15:20;-0.56;1.24;0;96;7;0;0.0;1009;10000;2.0
2020/04/03 22:27:12;-0.56;1.25;0;96;7;0;0.0;1009;10000;2.0
2020/04/03 22:30:19;-0.56;1.25;0;96;7;0;0.0;1009;10000;2.0
2020/04/03 22:33:57;-0.56;1.25;0;96;7;0;0.0;1009;10000;2.0
2020/04/03 22:39:18;-0.56;1.25;0;96;7;0;0.0;1009;10000;2.0
2020/04/03 22:42:20;-0.55;1.25;0;96;7;0;0.0;1009;10000;2.0
2020/04/03 22:45:54;-0.56;1.24;0;96;7;0;0.0;1009;10000;2.0
2020/04/03 23:00:09;-0.56;1.24;0;96;7;0;0.0;1009;10000;2.0
2020/04/03 23:15:18;-0.56;1.24;0;96;7;0;0.0;1009;10000;2.0
2020/04/03 23:19:12;-0.58;1.22;0;95;7;0;0.0;1009;10000;2.0
2020/04/03 23:23:34;-0.57;1.24;0;95;7;0;0.0;1009;10000;2.0
2020/04/03 23:35:29;-0.56;1.24;0;95;7;0;0.0;1010;10000;2.0
2020/04/03 23:41:59;-0.55;1.25;0;95;7;0;0.0;1010;10000;2.0
2020/04/03 23:45:21;-0.55;1.25;0;95;7;0;0.0;1010;10000;2.0
2020/04/03 23:48:50;-0.55;1.24;0;94;7;0;0.0;1010;10000;2.0
2020/04/03 23:52:11;-0.55;1.24;0;94;7;0;0.0;1010;10000;2.0
2020/04/03 23:55:27;-0.55;1.25;0;94;7;0;0.0;1010;10000;2.0
2020/04/03 23:58:46;-0.56;1.25;0;94;7;0;0.0;1010;10000;2.0
2020/04/04 00:02:18;-0.56;1.25;0;94;7;0;0.0;1010;10000;2.0
2020/04/04 00:05:42;-0.56;1.26;0;94;7;0;0.0;1010;10000;2.0
2020/04/04 00:09:40;-0.54;1.26;0;94;7;0;0.0;1010;10000;2.0
2020/04/04 00:15:46;-0.54;1.25;0;94;7;0;0.0;1010;10000;2.0
2020/04/04 00:18:58;-0.54;1.26;0;94;7;0;0.0;1010;10000;2.0
2020/04/04 00:22:23;-0.55;1.26;0;94;7;0;0.0;1010;10000;2.0
2020/04/04 00:25:46;-0.54;1.26;0;94;7;0;0.0;1010;10000;2.0
2020/04/04 00:29:05;-0.54;1.26;0;94;7;0;0.0;1010;10000;2.0
2020/04/04 00:35:49;-0.53;1.26;0;94;7;0;0.0;1010;10000;2.0
2020/04/04 00:39:03;-0.53;1.26;0;94;7;0;0.0;1010;10000;2.0
2020/04/04 00:42:29;-0.52;1.26;0;93;7;0;0.0;1010;10000;2.0
2020/04/04 00:45:53;-0.52;1.26;0;93;7;0;0.0;1010;10000;2.0
2020/04/04 00:50:01;-0.52;1.26;0;93;7;0;0.0;1010;10000;2.0
2020/04/04 00:53:13;-0.52;1.27;0;93;7;0;0.0;1010;10000;2.0
2020/04/04 00:57:42;-0.52;1.25;0;93;7;0;0.0;1010;10000;2.0
2020/04/04 00:59:45;-0.53;1.25;0;93;7;0;0.0;1010;10000;2.0
2020/04/04 01:02:52;-0.52;1.26;0;93;7;0;0.0;1010;10000;2.0
2020/04/04 01:07:37;-0.52;1.26;0;93;7;0;0.0;1011;10000;2.0
2020/04/04 01:09:27;-0.53;1.26;0;93;7;0;0.0;1011;10000;2.0
2020/04/04 01:13:07;-0.53;1.27;0;93;7;0;0.0;1011;10000;2.0
2020/04/04 01:16:03;-0.52;1.27;0;93;7;0;0.0;1011;10000;2.0
2020/04/04 01:19:43;-0.52;1.27;0;93;7;0;0.0;1011;10000;2.0
2020/04/04 01:23:31;-0.53;1.27;0;93;7;0;0.0;1011;10000;2.0
2020/04/04 01:26:23;-0.52;1.28;0;93;7;0;0.0;1011;10000;2.0
2020/04/04 01:30:24;-0.51;1.28;0;93;7;0;0.0;1011;10000;2.0
2020/04/04 01:36:15;-0.52;1.28;0;93;7;0;0.0;1011;10000;2.0
2020/04/04 01:39:29;-0.52;1.28;0;92;7;0;0.0;1011;10000;2.0
2020/04/04 01:42:52;-0.52;1.28;0;92;7;0;0.0;1011;10000;2.0
2020/04/04 01:46:16;-0.51;1.28;0;92;7;0;0.0;1011;10000;2.0
2020/04/04 01:50:18;-0.51;1.27;0;92;7;0;0.0;1011;10000;2.0
2020/04/04 01:52:56;-0.51;1.28;0;92;7;0;0.0;1011;10000;2.0
2020/04/04 01:56:52;-0.51;1.28;0;92;7;0;0.0;1011;10000;2.0
2020/04/04 02:00:11;-0.52;1.28;0;92;7;0;0.0;1011;10000;2.0
2020/04/04 02:02:59;-0.51;1.28;0;92;7;0;0.0;1011;10000;2.0
2020/04/04 02:06:30;-0.51;1.28;0;92;7;0;0.0;1011;10000;2.0
2020/04/04 02:09:52;-0.51;1.28;0;91;7;0;0.0;1011;10000;2.0
2020/04/04 02:13:09;-0.51;1.28;0;91;7;0;0.0;1011;10000;2.0
2020/04/04 02:16:25;-0.51;1.28;0;91;7;0;0.0;1011;10000;2.0
2020/04/04 02:19:46;-0.51;1.29;0;91;7;0;0.0;1011;10000;2.0
2020/04/04 02:23:14;-0.50;1.29;0;91;7;0;0.0;1011;10000;2.0
2020/04/04 02:26:44;-0.50;1.29;0;91;7;0;0.0;1011;10000;2.0
2020/04/04 02:29:52;-0.50;1.30;0;91;7;0;0.0;1011;10000;2.0
2020/04/04 02:33:11;-0.51;1.29;0;91;7;0;0.0;1011;10000;2.0
2020/04/04 02:36:58;-0.50;1.28;0;91;7;0;0.0;1011;10000;2.0
2020/04/04 02:42:47;-0.50;1.28;0;91;7;0;0.0;1011;10000;2.0
2020/04/04 02:43:25;-0.51;1.28;0;91;7;0;0.0;1011;10000;2.0
2020/04/04 02:47:54;-0.51;1.29;0;91;7;0;0.0;1011;10000;2.0
2020/04/04 02:50:54;-0.51;1.29;0;91;7;0;0.0;1011;10000;2.0
2020/04/04 02:55:24;-0.50;1.29;0;91;7;0;0.0;1011;10000;2.0
2020/04/04 02:56:55;-0.50;1.29;0;91;7;0;0.0;1011;10000;2.0
2020/04/04 03:00:34;-0.50;1.29;0;90;7;0;0.0;1011;10000;2.0
2020/04/04 03:05:34;-0.50;1.29;0;90;7;0;0.0;1011;10000;2.0
2020/04/04 03:07:54;-0.51;1.29;0;90;7;0;0.0;1011;10000;2.0
2020/04/04 03:11:04;-0.51;1.29;0;90;7;0;0.0;1011;10000;2.0
2020/04/04 03:14:56;-0.51;1.29;0;90;7;0;0.0;1011;10000;2.0
2020/04/04 03:17:38;-0.51;1.28;0;90;7;0;0.0;1011;10000;2.0
2020/04/04 03:21:39;-0.52;1.28;0;90;7;0;0.0;1011;10000;2.0
2020/04/04 03:24:15;-0.51;1.29;0;89;7;0;0.0;1011;10000;2.0
2020/04/04 03:27:38;-0.51;1.29;0;89;7;0;0.0;1011;10000;2.0
2020/04/04 03:30:53;-0.51;1.30;0;89;7;0;0.0;1011;10000;2.0
2020/04/04 03:34:15;-0.51;1.30;0;89;7;0;0.0;1011;10000;2.0
2020/04/04 03:38:03;-0.50;1.30;0;89;7;0;0.0;1011;10000;2.0
2020/04/04 03:41:28;-0.50;1.30;0;89;7;0;0.0;1011;10000;2.0
2020/04/04 03:45:03;-0.50;1.31;0;89;7;0;0.0;1011;10000;2.0
2020/04/04 03:48:07;-0.49;1.31;0;89;7;0;0.0;1011;10000;2.0
2020/04/04 03:51:02;-0.49;1.31;0;89;7;0;0.0;1011;10000;2.0
2020/04/04 03:54:49;-0.49;1.30;0;89;7;0;0.0;1011;10000;2.0
2020/04/04 03:57:45;-0.50;1.31;0;89;7;0;0.0;1011;10000;2.0
2020/04/04 04:01:14;-0.50;1.30;0;89;7;0;0.0;1011;10000;2.0
2020/04/04 04:04:36;-0.50;1.30;0;89;7;0;0.0;1011;10000;2.0
2020/04/04 04:07:53;-0.50;1.31;0;89;7;0;0.0;1011;10000;2.0
2020/04/04 04:12:02;-0.50;1.30;0;89;7;0;0.0;1011;10000;2.0
2020/04/04 04:14:56;-0.50;1.30;0;88;7;0;0.0;1011;10000;2.0
2020/04/04 04:18:46;-0.49;1.30;0;88;7;0;0.0;1011;10000;2.0
2020/04/04 04:26:30;-0.49;1.31;0;88;7;0;0.0;1011;10000;2.0
2020/04/04 04:29:48;-0.49;1.31;0;88;7;0;0.0;1011;10000;2.0
2020/04/04 04:33:06;-0.49;1.31;0;88;7;0;0.0;1011;10000;2.0
2020/04/04 04:35:20;-0.49;1.31;0;88;7;0;0.0;1011;10000;2.0
2020/04/04 04:38:03;-0.48;1.31;0;88;7;0;0.0;1011;10000;2.0
